"Date","Price","Open","High","Low","Vol.","Change %"
"11/21/2003","1,241.30","1,234.71","1,250.58","1,234.66","4.24M","0.53%"
"11/20/2003","1,234.70","1,257.31","1,260.65","1,227.73","7.24M","-1.80%"
"11/19/2003","1,257.30","1,186.71","1,262.12","1,186.71","15.96M","5.95%"
"11/18/2003","1,186.70","1,209.39","1,225.61","1,180.65","12.26M","-1.88%"
"11/17/2003","1,209.40","1,169.88","1,213.74","1,169.66","7.12M","3.38%"
"11/14/2003","1,169.90","1,255.55","1,255.95","1,163.39","19.69M","-6.83%"
"11/13/2003","1,255.60","1,221.09","1,261.28","1,221.09","15.04M","2.83%"
"11/12/2003","1,221.10","1,184.71","1,228.88","1,184.71","10.00M","3.07%"
"11/11/2003","1,184.70","1,217.36","1,218.23","1,178.78","17.74M","-2.69%"
"11/10/2003","1,217.40","1,298.49","1,299.18","1,215.32","13.58M","-6.25%"
"11/07/2003","1,298.50","1,156.13","1,302.09","1,156.13","34.10M","12.32%"
"11/06/2003","1,156.10","1,161.38","1,193.14","1,135.15","19.38M","-0.46%"
"11/05/2003","1,161.40","1,334.53","1,334.53","1,127.98","38.21M","-12.97%"
"11/04/2003","1,334.50","1,405.09","1,407.14","1,326.87","27.83M","-5.02%"
"11/03/2003","1,405.10","1,416.37","1,416.37","1,398.39","9.99M","-0.80%"
"10/31/2003","1,416.40","1,417.11","1,425.50","1,413.17","14.12M","-0.05%"
"10/30/2003","1,417.10","1,405.65","1,423.96","1,401.98","13.39M","0.81%"
"10/29/2003","1,405.70","1,417.52","1,422.22","1,402.94","9.31M","-0.83%"
"10/28/2003","1,417.50","1,421.35","1,428.69","1,415.72","16.33M","-0.27%"
"10/27/2003","1,421.40","1,423.51","1,438.31","1,418.56","14.36M","-0.15%"
"10/23/2003","1,423.50","1,392.58","1,430.47","1,392.58","57.52M","2.22%"
"10/22/2003","1,392.60","1,392.41","1,399.17","1,387.24","16.38M","0.01%"
"10/21/2003","1,392.40","1,388.20","1,396.15","1,385.64","24.96M","0.30%"
"10/20/2003","1,388.20","1,390.03","1,406.06","1,385.88","45.06M","-0.13%"
"10/17/2003","1,390.00","1,386.81","1,410.30","1,386.21","20.55M","0.23%"
"10/16/2003","1,386.80","1,370.70","1,392.85","1,369.91","23.35M","1.17%"
"10/15/2003","1,370.70","1,355.45","1,383.39","1,355.45","15.82M","1.12%"
"10/14/2003","1,355.50","1,343.92","1,357.41","1,338.71","13.87M","0.86%"
"10/13/2003","1,343.90","1,357.78","1,363.59","1,339.24","13.53M","-1.02%"
"10/10/2003","1,357.80","1,353.21","1,361.81","1,346.88","13.77M","0.34%"
"10/08/2003","1,353.20","1,353.09","1,363.21","1,351.54","22.65M","0.01%"
"10/07/2003","1,353.10","1,354.83","1,371.09","1,347.90","34.25M","-0.13%"
"10/06/2003","1,354.80","1,326.44","1,358.97","1,326.44","40.33M","2.14%"
"10/03/2003","1,326.40","1,300.36","1,332.15","1,300.36","36.35M","2.00%"
"10/02/2003","1,300.40","1,297.17","1,308.79","1,291.58","25.48M","0.25%"
"10/01/2003","1,297.20","1,292.41","1,304.83","1,292.41","24.92M","0.37%"
"09/30/2003","1,292.40","1,291.93","1,303.93","1,275.75","21.58M","0.04%"
"09/29/2003","1,291.90","1,275.75","1,294.64","1,275.75","13.88M","1.26%"
"09/26/2003","1,275.80","1,274.15","1,283.29","1,262.48","17.87M","0.13%"
"09/25/2003","1,274.20","1,281.38","1,295.79","1,270.92","23.54M","-0.56%"
"09/24/2003","1,281.40","1,254.43","1,285.42","1,254.43","27.98M","2.15%"
"09/23/2003","1,254.40","1,252.01","1,264.10","1,244.43","38.26M","0.19%"
"09/22/2003","1,252.00","1,212.52","1,264.44","1,212.52","21.50M","3.26%"
"09/19/2003","1,212.50","1,167.66","1,216.33","1,167.63","155.32M","3.84%"
"09/18/2003","1,167.70","1,161.20","1,173.27","1,161.18","12.36M","0.56%"
"09/17/2003","1,161.20","1,143.06","1,166.98","1,143.06","12.03M","1.58%"
"09/16/2003","1,143.10","1,140.43","1,146.20","1,135.81","7.09M","0.24%"
"09/15/2003","1,140.40","1,142.35","1,145.32","1,139.58","7.57M","-0.17%"
"09/12/2003","1,142.30","1,140.12","1,148.24","1,140.12","17.28M","0.19%"
"09/11/2003","1,140.10","1,127.59","1,141.21","1,127.07","19.76M","1.11%"
"09/09/2003","1,127.60","1,119.55","1,130.77","1,119.55","14.04M","0.71%"
"09/08/2003","1,119.60","1,116.57","1,122.70","1,116.57","7.98M","0.27%"
"09/05/2003","1,116.60","1,117.85","1,128.28","1,114.58","18.18M","-0.12%"
"09/04/2003","1,117.90","1,111.39","1,122.16","1,111.39","15.03M","0.58%"
"09/03/2003","1,111.40","1,100.15","1,122.74","1,100.12","11.57M","1.02%"
"09/02/2003","1,100.20","1,091.86","1,101.20","1,091.75","8.03M","0.76%"
"09/01/2003","1,091.90","1,082.57","1,094.66","1,082.45","12.82M","0.86%"
"08/29/2003","1,082.60","1,081.09","1,087.05","1,080.53","5.46M","0.14%"
"08/28/2003","1,081.10","1,077.63","1,082.83","1,076.83","7.49M","0.32%"
"08/27/2003","1,077.60","1,080.79","1,082.38","1,076.06","7.78M","-0.30%"
"08/26/2003","1,080.80","1,085.69","1,085.90","1,079.48","6.24M","-0.45%"
"08/25/2003","1,085.70","1,088.05","1,088.94","1,083.63","8.90M","-0.22%"
"08/22/2003","1,088.10","1,091.37","1,093.65","1,087.12","6.23M","-0.30%"
"08/21/2003","1,091.40","1,085.80","1,093.30","1,085.80","4.36M","0.52%"
"08/20/2003","1,085.80","1,090.07","1,090.07","1,080.14","6.75M","0.02%"
"08/19/2003","1,085.60","1,090.06","1,090.99","1,082.41","6.85M","-0.41%"
"08/18/2003","1,090.10","1,080.84","1,092.00","1,080.84","13.50M","0.86%"
"08/15/2003","1,080.80","1,071.89","1,082.08","1,071.89","21.28M","0.83%"
"08/14/2003","1,071.90","1,064.67","1,075.25","1,064.67","12.63M","0.68%"
"08/13/2003","1,064.70","1,053.23","1,066.18","1,053.18","6.38M","1.09%"
"08/12/2003","1,053.20","1,052.05","1,054.77","1,048.91","3.06M","0.10%"
"08/08/2003","1,052.10","1,038.94","1,053.46","1,038.94","4.28M","1.27%"
"08/07/2003","1,038.90","1,034.52","1,040.75","1,034.50","4.09M","0.43%"
"08/06/2003","1,034.50","1,041.30","1,042.26","1,034.04","2.43M","-0.65%"
"08/05/2003","1,041.30","1,046.09","1,046.29","1,040.96","2.91M","-0.46%"
"08/04/2003","1,046.10","1,050.10","1,050.23","1,044.03","2.46M","-0.38%"
"08/01/2003","1,050.10","1,045.80","1,050.83","1,041.41","4.20M","0.41%"
"07/31/2003","1,045.80","1,051.12","1,051.12","1,045.32","3.54M","-0.50%"
"07/30/2003","1,051.10","1,048.33","1,053.00","1,048.33","4.27M","0.27%"
"07/29/2003","1,048.30","1,042.76","1,050.54","1,041.25","18.82M","0.53%"
"07/28/2003","1,042.80","1,039.50","1,047.77","1,038.14","10.93M","0.32%"
"07/25/2003","1,039.50","1,026.43","1,039.50","1,026.43","5.87M","1.28%"
"07/24/2003","1,026.40","1,024.49","1,026.79","1,022.48","2.86M","0.19%"
"07/23/2003","1,024.50","1,029.52","1,031.25","1,022.00","3.41M","-0.49%"
"07/22/2003","1,029.50","1,020.36","1,030.99","1,020.31","5.46M","0.89%"
"07/21/2003","1,020.40","1,014.87","1,022.14","1,012.86","2.23M","0.54%"
"07/18/2003","1,014.90","1,015.90","1,018.30","1,004.48","2.56M","-0.10%"
"07/17/2003","1,015.90","1,019.52","1,027.59","1,015.77","4.09M","-0.35%"
"07/16/2003","1,019.50","996.92","1,022.24","996.92","8.63M","2.27%"
"07/15/2003","996.90","983.73","1,002.13","983.35","4.32M","1.34%"
"07/14/2003","983.70","987.51","989.45","981.65","2.36M","-0.38%"
"07/11/2003","987.50","958.57","988.89","958.57","8.80M","3.01%"
"07/10/2003","958.60","939.47","962.21","939.47","4.15M","2.03%"
"07/09/2003","939.50","963.88","964.80","938.23","3.34M","-2.53%"
"07/08/2003","963.90","987.84","987.88","961.59","4.86M","-2.42%"
"07/07/2003","987.80","992.27","1,008.92","987.84","4.22M","-0.45%"
"07/04/2003","992.30","998.94","1,005.72","961.95","6.16M","-0.66%"
"07/03/2003","998.90","1,011.84","1,013.36","997.36","1.72M","-1.27%"
"07/02/2003","1,011.80","1,035.04","1,101.85","1,011.75","5.52M","-2.24%"
"07/01/2003","1,035.00","1,048.91","1,055.01","1,033.74","5.99M","-1.33%"
"06/30/2003","1,048.90","1,051.43","1,063.07","1,042.90","3.72M","-0.24%"
"06/27/2003","1,051.40","1,069.90","1,072.65","1,032.50","8.16M","-1.73%"
"06/26/2003","1,069.90","1,100.13","1,121.84","1,065.29","17.49M","-2.75%"
"06/25/2003","1,100.10","1,058.42","1,105.01","1,058.42","38.28M","3.94%"
"06/24/2003","1,058.40","1,036.16","1,060.75","1,036.16","22.25M","2.14%"
"06/23/2003","1,036.20","994.99","1,040.04","994.32","21.19M","4.14%"
"06/20/2003","995.00","971.34","1,002.90","971.34","19.34M","2.44%"
"06/19/2003","971.30","968.51","972.65","959.77","15.64M","0.29%"
"06/18/2003","968.50","957.92","975.40","957.92","12.58M","1.11%"
"06/17/2003","957.90","935.02","959.99","935.02","12.66M","2.45%"
"06/16/2003","935.00","934.68","938.46","929.19","7.75M","0.03%"
"06/13/2003","934.70","919.05","938.27","919.05","8.30M","1.70%"
"06/12/2003","919.10","906.06","922.39","904.45","4.74M","1.43%"
"06/11/2003","906.10","918.16","918.16","905.04","3.09M","-1.32%"
"06/10/2003","918.20","915.46","931.02","915.46","13.98M","0.29%"
"06/09/2003","915.50","903.10","918.27","903.10","7.13M","1.37%"
"06/06/2003","903.10","896.49","908.06","896.49","19.31M","0.74%"
"06/05/2003","896.50","877.18","898.72","877.18","7.81M","2.20%"
"06/04/2003","877.20","860.36","878.22","860.36","7.79M","1.95%"
"06/03/2003","860.40","854.42","861.04","854.42","20.32M","0.70%"
"06/02/2003","854.40","858.66","863.32","853.49","2.87M","-0.50%"
"05/30/2003","858.70","853.72","860.20","853.72","6.00M","0.59%"
"05/29/2003","853.70","848.15","855.61","848.15","3.56M","0.65%"
"05/28/2003","848.20","839.95","848.75","839.95","4.36M","0.98%"
"05/27/2003","840.00","835.54","840.32","833.42","1.97M","0.54%"
"05/26/2003","835.50","836.44","838.52","833.71","2.17M","-0.11%"
"05/23/2003","836.40","845.34","845.35","835.01","10.71M","-1.05%"
"05/22/2003","845.30","848.05","848.98","846.12","6.63M","-0.33%"
"05/21/2003","848.10","847.62","851.78","847.53","3.35M","0.06%"
"05/20/2003","847.60","844.66","848.47","844.66","2.02M","0.34%"
"05/19/2003","844.70","844.84","845.78","844.39","869.83K","-0.01%"
"05/13/2003","844.80","844.29","846.98","843.13","8.72M","0.06%"
"05/12/2003","844.30","852.30","852.56","841.88","6.70M","-0.94%"
"05/09/2003","852.30","852.39","854.35","849.82","3.45M","-0.01%"
"05/08/2003","852.40","847.82","854.11","847.82","9.61M","0.54%"
"05/07/2003","847.80","839.32","848.99","839.32","5.70M","1.01%"
"05/06/2003","839.30","829.26","840.66","829.26","5.20M","1.21%"
"05/05/2003","829.30","820.36","830.70","820.35","4.55M","1.08%"
"05/02/2003","820.40","824.35","824.60","818.44","2.30M","-0.49%"
"04/30/2003","824.40","826.20","827.02","820.97","4.59M","-0.22%"
"04/29/2003","826.20","823.14","829.43","823.14","2.61M","0.38%"
"04/28/2003","823.10","817.80","823.98","816.91","2.96M","0.65%"
"04/25/2003","817.80","814.61","818.95","814.61","2.67M","0.39%"
"04/24/2003","814.60","814.96","819.34","814.62","8.88M","-0.05%"
"04/23/2003","815.00","805.14","817.57","805.14","5.18M","1.23%"
"04/22/2003","805.10","813.63","813.63","786.97","16.67M","-1.04%"
"04/17/2003","813.60","795.68","817.15","795.68","7.41M","2.25%"
"04/15/2003","795.70","793.33","796.59","793.33","509.40K","0.30%"
"04/11/2003","793.30","793.38","797.73","791.91","2.21M","-0.01%"
"04/10/2003","793.40","787.55","794.05","787.55","3.38M","0.74%"
"04/09/2003","787.60","780.10","789.47","780.10","6.99M","0.96%"
"04/08/2003","780.10","767.86","781.53","766.78","7.67M","1.59%"
"04/07/2003","767.90","774.75","774.78","767.08","1.98M","-0.89%"
"04/04/2003","774.80","754.18","778.93","754.18","4.76M","2.73%"
"04/03/2003","754.20","735.57","755.64","735.52","7.16M","2.53%"
"04/02/2003","735.60","731.61","738.43","731.23","1.35M","0.55%"
"04/01/2003","731.60","738.95","738.95","731.61","679.79K","-1.00%"
"03/31/2003","739.00","731.25","738.95","731.25","1.85M","1.05%"
"03/28/2003","731.30","734.11","740.53","730.44","1.16M","-0.38%"
"03/27/2003","734.10","734.11","734.11","734.11","10.99M","2.11%"
"03/26/2003","718.90","712.61","719.00","712.13","1.28M","0.88%"
"03/25/2003","712.60","713.71","716.25","710.17","761.21K","-0.15%"
"03/24/2003","713.70","715.55","717.07","713.06","751.00K","-0.27%"
"03/21/2003","715.60","716.44","718.47","712.59","974.92K","-0.11%"
"03/20/2003","716.40","703.75","717.38","703.57","1.28M","1.79%"
"03/19/2003","703.80","703.80","703.80","703.80","1.88M","-0.86%"
"03/17/2003","709.90","717.32","717.32","709.05","897.04K","-1.03%"
"03/14/2003","717.30","710.19","717.52","710.06","2.65M","1.00%"
"03/13/2003","710.20","710.19","710.19","710.19","2.05M","1.94%"
"03/12/2003","696.70","696.74","696.74","696.74","3.08M","-1.48%"
"03/11/2003","707.20","720.32","720.33","705.75","2.00M","-1.82%"
"03/10/2003","720.30","730.53","730.53","716.91","1.95M","-1.40%"
"03/07/2003","730.50","737.17","737.18","730.44","1.68M","-0.91%"
"03/06/2003","737.20","741.24","741.61","735.41","899.41K","-0.54%"
"03/05/2003","741.20","743.87","743.88","740.42","1.54M","-0.36%"
"03/04/2003","743.90","746.07","746.50","743.47","1.05M","-0.29%"
"03/03/2003","746.10","748.54","748.65","744.39","831.71K","-0.32%"
"02/28/2003","748.50","748.54","748.54","748.54","1.41M","0.29%"
"02/27/2003","746.30","740.26","746.94","739.98","5.70M","0.81%"
"02/26/2003","740.30","753.97","755.59","738.49","2.63M","-1.82%"
"02/25/2003","754.00","765.14","765.36","752.89","4.15M","-1.45%"
"02/24/2003","765.10","768.49","768.73","764.52","2.05M","-0.44%"
"02/21/2003","768.50","769.40","769.44","768.27","1.47M","-0.12%"
"02/20/2003","769.40","766.55","769.81","766.53","5.61M","0.37%"
"02/19/2003","766.60","765.32","768.99","765.01","1.62M","0.17%"
"02/18/2003","765.30","769.85","770.09","764.76","1.35M","-0.60%"
"02/17/2003","769.90","772.13","772.37","768.93","1.99M","-0.28%"
"02/14/2003","772.10","775.34","775.38","771.14","2.70M","-0.41%"
"02/13/2003","775.30","782.93","783.66","774.73","2.07M","-0.97%"
"02/11/2003","782.90","782.94","782.94","782.94","5.04M","-0.29%"
"02/10/2003","785.20","793.55","795.66","782.77","1.55M","-1.06%"
"02/07/2003","793.60","795.28","796.24","793.09","1.25M","-0.21%"
"02/06/2003","795.30","802.90","806.64","793.46","1.88M","-1.18%"
"02/05/2003","804.80","802.31","805.42","802.31","1.96M","0.45%"
"02/03/2003","801.20","793.53","801.19","793.53","3.31M","0.97%"
"01/31/2003","793.50","790.49","793.54","788.59","3.97M","0.37%"
"01/30/2003","790.60","782.19","790.96","780.32","4.00M","1.07%"
"01/29/2003","782.20","791.55","791.55","781.74","1.97M","-1.42%"
"01/28/2003","793.50","806.23","806.23","787.59","3.64M","-1.76%"
"01/27/2003","807.70","813.02","815.26","807.52","2.89M","-0.68%"
"01/24/2003","813.20","822.38","825.44","812.12","2.62M","-1.08%"
"01/23/2003","822.10","820.15","822.76","814.29","7.44M","0.23%"
"01/22/2003","820.20","828.96","829.04","820.19","2.80M","-1.04%"
"01/21/2003","828.80","843.93","843.93","828.80","2.26M","-1.09%"
"01/20/2003","837.90","838.79","843.93","834.40","2.75M","-0.10%"
"01/16/2003","838.70","841.98","842.06","837.64","4.60M","-0.62%"
"01/14/2003","843.90","844.45","846.39","839.77","7.49M","0.27%"
"01/13/2003","841.60","839.89","842.47","837.84","3.20M","0.18%"
"01/10/2003","840.10","836.81","840.25","834.50","20.15M","0.79%"
"01/09/2003","833.50","823.85","833.48","823.85","1.74M","1.19%"
"01/08/2003","823.70","816.46","823.95","816.13","2.94M","0.88%"
"01/07/2003","816.50","811.61","816.80","811.08","1.24M","0.59%"
"01/06/2003","811.70","812.70","813.18","811.52","1.11M","-0.07%"
"01/03/2003","812.30","817.16","817.48","811.44","2.62M","-0.61%"
"01/02/2003","817.30","814.93","817.38","814.77","720.07K","0.27%"
"12/31/2002","815.10","814.35","815.11","813.54","3.42M","0.14%"
"12/30/2002","814.00","811.17","814.16","810.53","1.26M","0.39%"
"12/27/2002","810.80","805.84","811.59","805.84","1.88M","0.62%"
"12/26/2002","805.80","800.95","805.89","799.89","824.12K","0.61%"
"12/24/2002","800.90","798.26","801.25","797.97","7.67M","0.34%"
"12/23/2002","798.20","791.55","799.04","791.55","5.80M","0.85%"
"12/20/2002","791.50","786.53","791.49","786.53","2.78M","0.64%"
"12/18/2002","786.50","780.35","786.48","779.93","1.57M","0.78%"
"12/17/2002","780.40","781.27","782.09","779.78","859.60K","-0.12%"
"12/16/2002","781.30","781.32","782.46","781.23","1.16M","0.00%"
"12/13/2002","781.30","784.22","784.67","781.06","1.45M","-0.36%"
"12/12/2002","784.10","785.49","785.49","783.20","2.00M","-0.19%"
"12/11/2002","785.60","787.61","788.97","785.56","2.68M","-0.25%"
"12/10/2002","787.60","788.85","789.49","787.49","1.52M","-0.15%"
"12/09/2002","788.80","789.71","790.16","788.68","2.61M","-0.11%"
"12/05/2002","789.70","791.48","791.58","788.71","888.37K","-0.23%"
"12/04/2002","791.50","789.77","791.71","789.00","1.97M","0.22%"
"12/03/2002","789.80","793.23","793.96","789.24","1.31M","-0.44%"
"12/02/2002","793.30","801.62","801.62","793.14","1.31M","-1.13%"
"11/29/2002","802.40","805.32","805.32","802.15","949.03K","-0.36%"
"11/28/2002","805.30","807.48","807.64","804.71","2.48M","-0.26%"
"11/27/2002","807.40","805.80","808.23","805.76","1.02M","0.20%"
"11/26/2002","805.80","805.51","807.17","805.51","6.57M","0.09%"
"11/25/2002","805.10","803.67","805.74","803.63","946.82K","0.15%"
"11/22/2002","803.90","792.75","804.01","792.70","1.94M","1.46%"
"11/21/2002","792.30","785.81","792.99","785.81","4.45M","0.83%"
"11/20/2002","785.80","794.17","794.17","785.60","1.71M","-1.07%"
"11/18/2002","794.30","798.87","799.50","792.82","1.06M","-0.58%"
"11/15/2002","798.90","801.40","801.40","798.14","874.80K","-0.30%"
"11/14/2002","801.30","796.13","801.34","796.07","6.51M","0.70%"
"11/13/2002","795.70","805.62","805.62","795.38","2.55M","-1.20%"
"11/12/2002","805.40","805.80","809.13","804.50","2.53M","-0.05%"
"11/11/2002","805.80","810.64","810.77","804.06","1.15M","-0.59%"
"11/08/2002","810.60","818.77","819.48","808.62","2.89M","-0.99%"
"11/07/2002","818.70","832.09","832.88","818.44","3.75M","-1.55%"
"11/06/2002","831.60","827.85","831.98","827.85","3.98M","0.45%"
"11/05/2002","827.90","817.58","828.04","817.58","3.24M","1.31%"
"11/01/2002","817.20","820.60","821.20","817.18","3.24M","-0.38%"
"10/31/2002","820.30","822.75","822.75","814.57","4.17M","-0.21%"
"10/30/2002","822.00","817.36","822.59","816.90","3.98M","1.12%"
"10/29/2002","812.90","805.88","816.04","805.88","4.43M","0.91%"
"10/28/2002","805.60","795.12","805.55","795.04","4.40M","1.32%"
"10/25/2002","795.10","787.56","795.15","787.56","4.23M","1.26%"
"10/24/2002","785.20","786.63","787.83","784.03","6.80M","-0.15%"
"10/23/2002","786.40","779.85","791.31","779.85","5.07M","0.89%"
"10/22/2002","779.50","744.24","779.54","744.24","7.54M","4.74%"
"10/21/2002","744.20","766.76","766.76","738.48","7.49M","-3.17%"
"10/18/2002","768.60","794.92","794.92","766.69","5.30M","-3.50%"
"10/17/2002","796.50","804.49","804.49","784.52","9.75M","-1.69%"
"10/16/2002","810.20","815.45","815.45","808.37","11.32M","-0.75%"
"10/15/2002","816.30","813.52","816.51","812.03","3.57M","0.34%"
"10/14/2002","813.50","822.71","822.71","813.03","3.78M","-1.12%"
"10/11/2002","822.70","822.12","824.93","820.42","4.63M","0.07%"
"10/10/2002","822.10","827.28","827.28","821.77","2.79M","-0.82%"
"10/09/2002","828.90","825.23","829.64","825.23","6.29M","0.50%"
"10/08/2002","824.80","818.71","824.77","816.93","6.17M","0.72%"
"10/07/2002","818.90","832.89","832.89","818.25","4.56M","-1.86%"
"10/04/2002","834.40","841.06","846.88","834.36","8.95M","-0.74%"
"10/03/2002","840.60","823.93","840.56","807.48","8.37M","1.95%"
"10/02/2002","824.50","842.26","842.26","822.74","8.97M","-2.14%"
"10/01/2002","842.50","856.78","857.10","841.93","10.51M","-1.63%"
"09/30/2002","856.50","857.72","861.08","854.54","13.52M","-0.06%"
"09/27/2002","857.00","860.60","862.12","851.83","13.61M","-0.38%"
"09/26/2002","860.30","861.80","864.10","852.40","10.35M","0.03%"
"09/25/2002","860.00","848.77","863.84","848.77","20.29M","1.46%"
"09/24/2002","847.60","837.23","847.58","835.43","17.40M","1.33%"
"09/23/2002","836.50","838.71","838.71","826.17","10.77M","-0.29%"
"09/19/2002","838.90","834.59","842.83","834.59","36.94M","1.06%"
"09/18/2002","830.10","821.47","830.76","821.47","25.50M","1.43%"
"09/17/2002","818.40","809.63","822.43","809.63","14.01M","1.37%"
"09/16/2002","807.30","797.84","807.52","797.84","10.58M","1.38%"
"09/13/2002","796.30","787.38","796.38","786.71","10.58M","1.34%"
"09/12/2002","785.80","778.95","785.82","778.63","5.92M","0.99%"
"09/11/2002","778.10","786.53","786.66","776.99","4.84M","-0.87%"
"09/10/2002","784.90","780.09","784.93","780.09","7.55M","0.72%"
"09/09/2002","779.30","772.02","779.86","770.70","5.74M","0.95%"
"09/06/2002","772.00","778.38","780.72","769.75","9.41M","-0.58%"
"09/05/2002","776.50","763.22","776.52","763.22","9.51M","2.10%"
"09/04/2002","760.50","744.47","760.49","744.47","4.59M","2.19%"
"09/03/2002","744.20","744.60","746.09","741.58","2.32M","-0.33%"
"09/02/2002","746.70","751.25","751.37","745.06","2.09M","-0.72%"
"08/30/2002","752.10","730.91","752.12","730.90","4.87M","2.97%"
"08/29/2002","730.40","732.16","732.30","729.12","4.07M","-0.23%"
"08/28/2002","732.10","736.83","737.05","730.61","2.94M","-0.53%"
"08/27/2002","736.00","737.65","738.94","736.03","3.71M","-0.26%"
"08/26/2002","737.90","732.81","738.62","732.81","7.06M","0.74%"
"08/23/2002","732.50","729.99","733.91","728.90","4.07M","0.43%"
"08/21/2002","729.40","725.77","730.09","718.82","5.94M","0.51%"
"08/20/2002","725.70","707.26","725.99","707.26","7.73M","2.63%"
"08/19/2002","707.10","704.66","709.13","704.54","2.04M","0.51%"
"08/16/2002","703.50","701.88","703.99","700.27","2.56M","0.50%"
"08/15/2002","700.00","690.70","703.11","690.70","5.11M","1.54%"
"08/14/2002","689.40","671.83","691.66","671.83","4.07M","2.60%"
"08/13/2002","671.90","671.11","671.88","667.97","840.70K","0.12%"
"08/12/2002","671.10","670.61","671.36","667.82","814.03K","-0.01%"
"08/09/2002","671.20","654.19","671.31","654.19","3.24M","2.54%"
"08/08/2002","654.60","665.15","667.24","654.29","1.40M","-1.56%"
"08/07/2002","665.00","646.28","664.98","633.07","4.41M","2.86%"
"08/06/2002","646.50","665.97","667.07","645.09","2.48M","-3.06%"
"08/05/2002","666.90","687.20","687.20","666.22","4.01M","-2.97%"
"08/02/2002","687.30","698.94","698.94","687.60","3.23M","-1.66%"
"08/01/2002","698.90","699.45","700.90","698.75","1.24M","-0.16%"
"07/31/2002","700.00","697.67","701.27","697.50","1.40M","0.33%"
"07/30/2002","697.70","708.07","708.07","697.67","981.95K","-1.52%"
"07/29/2002","708.50","712.99","713.31","708.07","1.58M","-0.63%"
"07/26/2002","713.00","720.02","721.21","712.90","1.57M","-0.97%"
"07/25/2002","720.00","719.88","722.26","719.37","1.34M","0.03%"
"07/24/2002","719.80","719.52","721.16","718.54","1.30M","0.04%"
"07/22/2002","719.50","716.14","721.85","715.33","731.91K","0.47%"
"07/19/2002","716.10","713.68","717.52","713.60","2.01M","0.38%"
"07/18/2002","713.40","714.78","714.98","712.48","3.23M","-0.14%"
"07/17/2002","714.40","715.28","716.93","714.20","1.38M","-0.07%"
"07/16/2002","714.90","714.70","714.93","711.00","2.03M","-0.04%"
"07/15/2002","715.20","725.01","725.33","712.95","2.45M","-0.72%"
"07/12/2002","720.40","722.72","722.91","719.57","2.20M","-0.26%"
"07/11/2002","722.30","721.26","724.80","721.26","4.62M","0.28%"
"07/10/2002","720.30","718.92","721.61","718.78","2.23M","0.22%"
"07/09/2002","718.70","721.10","721.98","715.53","3.64M","-0.35%"
"07/08/2002","721.20","725.06","727.05","721.16","22.10M","-0.47%"
"07/05/2002","724.60","728.49","728.67","724.50","4.67M","-0.52%"
"07/04/2002","728.40","727.44","729.70","726.47","8.94M","0.61%"
"07/03/2002","724.00","721.81","724.55","721.79","4.70M","0.29%"
"07/02/2002","721.90","717.26","722.64","717.26","3.47M","0.70%"
"07/01/2002","716.90","711.38","717.98","711.38","5.66M","0.77%"
"06/28/2002","711.40","703.81","711.54","703.81","2.73M","1.09%"
