"Date","Price","Open","High","Low","Vol.","Change %"
"11/24/2023","10,526.93","10,522.52","10,565.09","10,515.42","20.06M","0.04%"
"11/23/2023","10,522.52","10,547.75","10,566.50","10,512.50","27.91M","-0.24%"
"11/22/2023","10,547.75","10,507.85","10,561.55","10,494.26","46.52M","0.38%"
"11/21/2023","10,507.85","10,546.37","10,581.47","10,501.73","28.64M","-0.37%"
"11/20/2023","10,546.37","10,613.11","10,647.12","10,543.91","25.66M","-0.63%"
"11/17/2023","10,613.11","10,662.08","10,689.30","10,613.11","38.38M","-0.46%"
"11/16/2023","10,662.08","10,723.65","10,736.62","10,638.34","68.40M","-0.57%"
"11/15/2023","10,723.65","10,775.43","10,813.30","10,717.03","19.62M","-0.48%"
"11/14/2023","10,775.43","10,898.90","10,914.76","10,771.75","","-1.13%"
"11/13/2023","10,898.90","10,872.28","10,912.97","10,866.77","19.15M","0.24%"
"11/10/2023","10,872.28","10,889.48","10,923.90","10,846.66","25.30M","-0.16%"
"11/09/2023","10,889.48","10,938.05","10,941.92","10,864.32","36.65M","-0.44%"
"11/08/2023","10,938.05","10,871.81","11,019.72","10,871.17","77.30M","0.61%"
"11/07/2023","10,871.81","10,791.99","10,885.64","10,791.99","35.31M","0.67%"
"11/06/2023","10,799.89","10,789.87","10,867.16","10,787.97","16.47M","0.09%"
"11/03/2023","10,789.87","10,826.60","10,845.80","10,779.71","16.47M","-0.34%"
"11/02/2023","10,826.60","10,770.54","10,863.12","10,770.54","21.05M","0.52%"
"11/01/2023","10,770.54","10,647.33","10,792.12","10,647.33","23.66M","1.16%"
"10/31/2023","10,647.33","10,687.99","10,716.87","10,626.51","30.38M","-0.38%"
"10/30/2023","10,687.99","10,689.50","10,731.48","10,649.90","14.23M","-0.01%"
"10/27/2023","10,689.50","10,536.33","10,704.14","10,525.55","28.29M","1.45%"
"10/26/2023","10,536.33","10,614.46","10,656.20","10,527.96","30.37M","-0.74%"
"10/25/2023","10,614.46","10,731.41","10,734.95","10,614.46","56.85M","-1.09%"
"10/24/2023","10,731.41","10,862.11","10,875.11","10,724.83","37.66M","-1.20%"
"10/23/2023","10,862.11","10,850.53","10,940.45","10,844.90","31.25M","0.11%"
"10/20/2023","10,850.53","10,590.42","10,870.50","10,590.42","36.66M","2.46%"
"10/19/2023","10,590.42","10,557.16","10,622.86","10,503.38","50.27M","0.32%"
"10/18/2023","10,557.16","10,647.33","10,658.36","10,557.16","38.12M","-0.85%"
"10/17/2023","10,647.33","10,721.84","10,742.43","10,639.68","31.54M","-0.69%"
"10/16/2023","10,721.84","10,813.03","10,832.73","10,711.17","1.14M","-0.84%"
"10/13/2023","10,813.03","10,818.41","10,854.39","10,800.72","39.05M","-0.05%"
"10/12/2023","10,818.41","10,675.30","10,834.26","10,674.61","","1.34%"
"10/11/2023","10,675.30","10,817.53","10,843.89","10,662.30","233.32M","-1.31%"
"10/10/2023","10,817.53","10,824.24","10,874.27","10,798.20","19.07M","-0.06%"
"10/09/2023","10,824.24","10,987.12","10,987.74","10,726.75","54.32M","-1.48%"
"10/06/2023","10,987.12","11,042.95","11,051.64","10,987.12","21.31M","-0.51%"
"10/05/2023","11,042.95","11,080.79","11,139.79","11,042.95","21.35M","-0.34%"
"10/04/2023","11,080.79","11,034.87","11,102.52","10,968.90","33.88M","0.42%"
"10/03/2023","11,034.87","11,163.76","11,190.42","11,014.60","29.74M","-1.15%"
"10/02/2023","11,163.76","11,335.61","11,335.73","11,146.78","23.17M","-1.52%"
"09/27/2023","11,335.61","11,248.16","11,348.94","11,246.85","76.63M","0.78%"
"09/26/2023","11,248.16","11,216.49","11,282.69","11,203.16","29.25M","0.28%"
"09/25/2023","11,216.50","11,256.52","11,271.68","11,204.45","22.77M","-0.36%"
"09/22/2023","11,256.52","11,207.98","11,276.47","11,207.98","33.14M","0.43%"
"09/21/2023","11,207.98","11,274.33","11,287.09","11,197.97","61.44M","-0.59%"
"09/20/2023","11,274.33","11,248.50","11,336.11","11,236.48","35.31M","0.23%"
"09/19/2023","11,248.50","11,363.64","11,388.88","11,236.30","31.79M","-1.01%"
"09/18/2023","11,363.64","11,465.73","11,483.25","11,363.27","26.00M","-0.89%"
"09/15/2023","11,465.73","11,532.69","11,544.77","11,450.55","36.84M","-0.58%"
"09/14/2023","11,532.69","11,438.82","11,543.31","11,433.13","51.20M","0.82%"
"09/13/2023","11,438.82","11,348.25","11,444.12","11,348.25","62.39M","0.69%"
"09/12/2023","11,360.83","11,386.73","11,408.08","11,339.00","38.21M","-0.23%"
"09/11/2023","11,386.73","11,466.07","11,492.72","11,376.90","40.63M","-0.69%"
"09/08/2023","11,466.07","11,357.45","11,469.86","11,355.95","42.97M","0.96%"
"09/07/2023","11,357.45","11,353.65","11,387.30","11,339.18","55.08M","0.03%"
"09/06/2023","11,353.65","11,474.95","11,511.67","11,323.37","62.90M","-1.06%"
"09/05/2023","11,474.95","11,374.65","11,518.72","11,374.50","75.12M","0.88%"
"09/04/2023","11,374.64","11,156.42","11,391.58","11,153.71","136.04M","1.96%"
"09/01/2023","11,156.42","11,114.17","11,211.71","11,085.07","52.75M","0.38%"
"08/31/2023","11,114.17","11,165.59","11,184.95","11,112.90","63.50M","-0.48%"
"08/29/2023","11,168.26","11,169.73","11,181.51","11,147.26","","-0.01%"
"08/28/2023","11,169.73","11,207.11","11,258.90","11,158.87","","-0.33%"
"08/25/2023","11,207.11","11,262.92","11,263.87","11,091.59","","-0.33%"
"08/24/2023","11,243.80","11,385.47","11,391.71","11,230.88","","-1.24%"
"08/23/2023","11,385.47","11,279.03","11,395.91","11,264.96","","0.94%"
"08/22/2023","11,279.03","11,338.50","11,341.40","11,224.31","81.00M","-0.52%"
"08/21/2023","11,338.50","11,403.92","11,446.20","11,332.66","169.02M","-0.57%"
"08/18/2023","11,403.92","11,425.69","11,461.80","11,379.23","129.41M","-0.19%"
"08/17/2023","11,425.69","11,386.40","11,498.85","11,386.40","133.90M","0.35%"
"08/16/2023","11,386.40","11,224.22","11,423.82","11,183.19","137.08M","1.44%"
"08/15/2023","11,224.22","11,392.22","11,394.07","11,202.87","86.43M","-1.47%"
"08/14/2023","11,392.22","11,596.16","11,599.52","11,296.01","137.19M","-1.76%"
"08/11/2023","11,596.16","11,649.99","11,677.40","11,596.16","75.89M","-0.46%"
"08/10/2023","11,649.99","11,631.97","11,721.75","11,631.97","129.90M","0.15%"
"08/09/2023","11,631.97","11,724.22","11,746.61","11,613.67","72.86M","-0.79%"
"08/08/2023","11,724.22","11,681.66","11,750.97","11,611.37","78.85M","0.36%"
"08/07/2023","11,681.66","11,633.51","11,739.47","11,612.74","105.50M","0.57%"
"08/04/2023","11,615.56","11,582.34","11,662.63","11,582.34","147.38M","0.29%"
"08/03/2023","11,582.34","11,446.83","11,602.24","11,445.60","186.80M","1.18%"
"08/02/2023","11,446.83","11,386.72","11,471.92","11,386.72","89.32M","0.53%"
"07/31/2023","11,386.72","11,312.19","11,398.65","11,307.69","91.77M","0.66%"
"07/28/2023","11,312.19","11,257.82","11,398.24","11,257.82","220.43M","0.48%"
"07/27/2023","11,257.82","10,985.08","11,278.19","10,968.18","95.54M","2.43%"
"07/26/2023","10,990.41","11,069.44","11,070.80","10,971.87","72.30M","-0.71%"
"07/25/2023","11,069.44","11,093.92","11,093.92","10,910.00","88.28M","-0.03%"
"07/24/2023","11,073.01","11,106.54","11,116.46","11,068.57","78.45M","-0.30%"
"07/21/2023","11,106.54","11,026.83","11,106.54","10,979.21","117.44M","0.76%"
"07/20/2023","11,023.02","10,927.29","11,033.40","10,916.04","156.51M","0.75%"
"07/19/2023","10,940.82","10,796.07","10,946.98","10,769.25","182.58M","1.34%"
"07/18/2023","10,796.07","10,727.99","10,825.90","10,657.51","131.22M","0.63%"
"07/17/2023","10,727.99","10,595.02","10,775.33","10,595.02","135.78M","1.26%"
"07/14/2023","10,595.02","10,491.52","10,625.81","10,480.69","2.71B","0.99%"
"07/13/2023","10,491.52","10,489.98","10,543.06","10,479.65","172.44M","0.01%"
"07/12/2023","10,489.98","10,315.81","10,510.55","10,306.25","150.21M","1.52%"
"07/11/2023","10,333.20","10,311.25","10,335.88","10,263.46","131.54M","0.21%"
"07/10/2023","10,311.25","10,301.96","10,345.87","10,266.37","103.23M","0.02%"
"07/07/2023","10,309.15","10,194.47","10,315.66","10,188.27","126.23M","0.82%"
"07/06/2023","10,224.80","10,176.13","10,227.18","10,093.89","120.12M","0.48%"
"07/05/2023","10,176.13","10,076.64","10,208.62","10,064.24","172.83M","0.55%"
"07/04/2023","10,120.26","9,442.97","10,120.26","9,442.97","333.60M","7.17%"
"06/28/2023","9,442.95","9,368.91","9,474.84","9,349.64","119.95M","0.77%"
"06/27/2023","9,370.51","9,434.26","9,458.84","9,360.62","56.99M","-1.12%"
"06/26/2023","9,476.69","9,339.43","9,480.98","9,192.83","90.37M","1.47%"
"06/23/2023","9,339.43","9,307.87","9,356.22","9,304.92","56.51M","0.34%"
"06/22/2023","9,307.87","9,295.40","9,347.21","9,293.89","74.18M","0.13%"
"06/21/2023","9,295.40","9,159.53","9,315.71","9,159.53","50.36M","1.48%"
"06/20/2023","9,159.53","9,181.22","9,208.87","9,150.08","56.12M","-0.24%"
"06/19/2023","9,181.22","9,248.56","9,253.59","9,162.73","29.85M","-0.73%"
"06/16/2023","9,248.56","9,279.28","9,315.12","9,202.92","55.37M","-0.33%"
"06/15/2023","9,279.28","9,216.49","9,322.48","9,216.26","97.16M","0.68%"
"06/14/2023","9,216.49","9,069.64","9,250.67","9,069.39","123.66M","1.62%"
"06/13/2023","9,069.64","9,014.83","9,083.55","8,997.56","116.78M","0.61%"
"06/12/2023","9,014.83","8,818.39","9,033.69","8,818.14","82.40M","2.23%"
"06/09/2023","8,818.39","8,767.34","8,836.20","8,767.05","52.75M","0.58%"
"06/08/2023","8,767.34","8,722.06","8,775.45","8,714.28","","0.52%"
"06/07/2023","8,722.06","8,746.45","8,756.46","8,708.69","","-0.28%"
"06/06/2023","8,746.45","8,766.60","8,773.58","8,730.69","","-0.23%"
"06/05/2023","8,766.60","8,753.80","8,824.41","8,746.46","","0.15%"
"06/02/2023","8,753.80","8,691.61","8,828.44","8,691.44","43.32M","0.72%"
"06/01/2023","8,691.61","8,555.17","8,700.12","8,555.17","46.76M","1.59%"
"05/31/2023","8,555.17","8,532.60","8,599.12","8,528.81","33.88M","0.26%"
"05/30/2023","8,532.60","8,575.11","8,595.13","8,512.59","","-0.50%"
"05/29/2023","8,575.11","8,697.07","8,704.16","8,569.58","","-1.40%"
"05/26/2023","8,697.07","8,712.72","8,742.71","8,671.08","25.89M","-0.18%"
"05/25/2023","8,712.72","8,755.17","8,769.76","8,692.75","22.87M","-0.48%"
"05/24/2023","8,755.17","8,635.31","8,765.86","8,632.74","","1.39%"
"05/23/2023","8,635.31","8,611.38","8,660.64","8,578.54","31.53M","0.23%"
"05/22/2023","8,615.22","8,716.96","8,719.28","8,580.36","27.41M","-1.17%"
"05/19/2023","8,716.96","8,780.21","8,782.37","8,693.15","48.50M","-0.82%"
"05/18/2023","8,789.03","8,823.28","8,852.35","8,770.89","43.41M","-0.39%"
"05/17/2023","8,823.28","8,823.01","8,847.32","8,774.73","36.23M","0.00%"
"05/16/2023","8,823.01","8,906.20","8,931.07","8,787.33","32.64M","-0.93%"
"05/15/2023","8,906.20","8,927.74","8,951.09","8,892.73","42.87M","-0.24%"
"05/12/2023","8,927.74","8,949.82","8,966.30","8,919.60","94.67M","-0.25%"
"05/11/2023","8,949.82","8,892.37","8,981.41","8,884.60","45.38M","0.65%"
"05/10/2023","8,892.37","8,914.74","8,936.49","8,876.59","17.89M","-0.25%"
"05/09/2023","8,914.74","8,926.58","8,968.72","8,887.09","28.01M","-0.13%"
"05/08/2023","8,926.58","8,830.36","8,966.33","8,823.60","46.56M","1.09%"
"05/04/2023","8,830.36","8,799.91","8,858.13","8,798.08","12.69M","0.35%"
"05/03/2023","8,799.91","8,711.45","8,820.39","8,711.45","29.86M","1.02%"
"05/02/2023","8,711.46","8,983.21","8,983.48","8,694.29","52.45M","-3.03%"
"04/28/2023","8,983.21","9,012.40","9,013.45","8,948.53","42.59M","-0.32%"
"04/27/2023","9,012.40","9,091.72","9,091.72","8,968.87","35.86M","-0.87%"
"04/26/2023","9,091.72","9,125.32","9,177.71","9,091.72","34.08M","-0.37%"
"04/25/2023","9,125.32","9,187.29","9,189.39","9,089.45","61.31M","-0.67%"
"04/24/2023","9,187.29","9,260.37","9,283.84","9,181.52","51.18M","-0.79%"
"04/21/2023","9,260.41","9,279.19","9,299.73","9,239.22","59.31M","-0.20%"
"04/20/2023","9,279.19","9,291.42","9,307.68","9,278.10","42.91M","-0.13%"
"04/19/2023","9,291.42","9,345.53","9,382.85","9,291.42","38.01M","-0.58%"
"04/18/2023","9,345.53","9,405.90","9,423.85","9,329.75","58.40M","-0.64%"
"04/17/2023","9,405.90","9,415.28","9,460.36","9,389.88","46.07M","-0.10%"
"04/12/2023","9,415.28","9,411.69","9,434.82","9,398.63","40.81M","0.04%"
"04/11/2023","9,411.69","9,322.85","9,421.89","9,303.03","84.30M","0.95%"
"04/10/2023","9,322.85","9,256.90","9,334.52","9,247.73","","0.71%"
"04/06/2023","9,256.90","9,173.97","9,282.84","9,165.97","","0.90%"
"04/04/2023","9,173.97","9,236.93","9,259.57","9,150.92","25.03M","-0.83%"
"04/03/2023","9,250.96","9,301.09","9,343.57","9,222.51","","-0.54%"
"03/31/2023","9,301.09","9,228.46","9,373.89","9,228.46","382.38M","0.79%"
"03/30/2023","9,228.50","9,272.43","9,325.75","9,208.09","","-0.47%"
"03/29/2023","9,272.43","9,233.40","9,337.63","9,233.40","","0.42%"
"03/28/2023","9,233.40","9,285.21","9,298.75","9,178.26","","-0.56%"
"03/27/2023","9,285.21","9,419.35","9,437.43","9,268.91","","-1.42%"
"03/24/2023","9,419.35","9,395.98","9,474.21","9,371.62","","0.27%"
"03/23/2023","9,394.41","9,527.05","9,534.45","9,381.02","164.37M","-1.39%"
"03/22/2023","9,527.05","9,604.43","9,619.06","9,501.39","69.99M","-0.81%"
"03/21/2023","9,604.43","9,699.96","9,796.92","9,586.69","","-0.98%"
"03/20/2023","9,699.96","9,670.42","9,758.05","9,670.42","","0.14%"
"03/17/2023","9,686.15","9,596.55","9,686.98","9,574.56","","0.93%"
"03/16/2023","9,596.55","9,587.79","9,665.24","9,581.18","","0.09%"
"03/15/2023","9,587.79","9,550.70","9,646.49","9,530.67","","0.39%"
"03/14/2023","9,550.70","9,491.04","9,597.02","9,456.30","52.00M","0.63%"
"03/13/2023","9,491.04","9,606.96","9,608.15","9,441.99","238.84M","-1.21%"
"03/10/2023","9,606.96","9,703.48","9,705.99","9,596.75","66.72M","-0.89%"
"03/09/2023","9,693.23","9,647.86","9,728.91","9,605.83","","0.47%"
"03/08/2023","9,647.86","9,642.94","9,773.91","9,638.81","108.11M","0.05%"
"03/07/2023","9,642.94","9,444.92","9,676.01","9,444.92","114.97M","2.10%"
"03/03/2023","9,444.92","9,333.83","9,465.96","9,333.83","78.40M","0.94%"
"03/02/2023","9,356.75","9,222.68","9,359.99","9,222.68","","1.45%"
"03/01/2023","9,222.68","9,188.48","9,273.06","9,182.92","","0.37%"
"02/28/2023","9,188.48","9,198.62","9,217.75","9,150.83","50.37M","-0.11%"
"02/27/2023","9,198.63","9,315.87","9,351.82","9,191.49","","-1.26%"
"02/24/2023","9,315.87","9,255.99","9,356.68","9,255.93","84.10M","0.65%"
"02/23/2023","9,255.99","9,160.25","9,275.64","9,140.06","62.41M","1.05%"
"02/22/2023","9,160.25","9,146.35","9,280.00","9,146.00","","-0.20%"
"02/21/2023","9,179.06","9,082.33","9,181.14","9,013.55","69.48M","1.07%"
"02/20/2023","9,082.33","8,848.36","9,106.90","8,848.06","98.19M","2.64%"
"02/17/2023","8,848.36","8,843.05","8,905.85","8,842.38","93.27M","0.06%"
"02/16/2023","8,843.05","8,628.58","8,890.21","8,628.58","94.29M","2.49%"
"02/15/2023","8,628.58","8,638.92","8,679.64","8,578.24","82.24M","-0.12%"
"02/14/2023","8,638.92","8,790.72","8,800.62","8,634.11","85.62M","-1.73%"
"02/13/2023","8,790.72","8,938.48","8,951.10","8,789.10","51.36M","-1.65%"
"02/10/2023","8,938.48","8,962.37","8,978.86","8,922.74","40.28M","-0.27%"
"02/09/2023","8,962.37","8,987.45","9,004.30","8,956.96","44.55M","-0.28%"
"02/08/2023","8,987.45","8,975.86","9,021.75","8,911.05","43.21M","-0.14%"
"02/07/2023","8,999.75","9,100.14","9,120.07","8,951.57","56.22M","-1.10%"
"02/06/2023","9,100.14","9,178.61","9,195.10","9,083.57","73.87M","-0.85%"
"02/03/2023","9,178.61","9,022.38","9,197.74","9,022.38","106.78M","1.73%"
"02/02/2023","9,022.38","8,950.01","9,077.12","8,946.94","67.06M","0.50%"
"02/01/2023","8,977.09","8,865.05","8,978.08","8,865.05","60.25M","1.26%"
"01/31/2023","8,865.05","8,889.67","8,937.09","8,843.16","77.79M","-0.28%"
"01/30/2023","8,889.67","8,958.79","8,958.88","8,813.96","96.36M","-0.77%"
"01/27/2023","8,958.79","8,926.56","8,998.75","8,904.24","58.11M","0.36%"
"01/26/2023","8,926.56","8,938.06","8,970.83","8,891.13","41.01M","-0.13%"
"01/25/2023","8,938.06","8,902.24","8,972.42","8,836.68","91.73M","0.40%"
"01/24/2023","8,902.24","8,990.79","9,109.97","8,886.16","70.56M","-0.98%"
"01/23/2023","8,990.79","8,718.15","9,025.19","8,718.15","116.25M","3.13%"
"01/20/2023","8,718.15","8,484.92","8,738.16","8,484.92","89.98M","1.86%"
"01/19/2023","8,558.75","8,386.27","8,565.50","8,385.57","98.19M","2.06%"
"01/18/2023","8,386.27","8,376.30","8,455.49","8,351.88","81.94M","0.23%"
"01/17/2023","8,366.93","8,262.58","8,381.11","8,262.58","73.32M","1.26%"
"01/13/2023","8,262.58","8,334.05","8,348.80","8,254.25","80.82M","-0.86%"
"01/12/2023","8,334.05","8,380.87","8,422.30","8,326.17","196.34M","-0.56%"
"01/11/2023","8,380.87","8,367.69","8,409.87","8,360.10","72.05M","0.16%"
"01/10/2023","8,367.69","8,380.60","8,448.34","8,363.39","","-0.16%"
"01/09/2023","8,381.04","8,424.11","8,433.72","8,360.36","127.21M","-0.51%"
"01/05/2023","8,424.11","8,463.93","8,484.47","8,417.44","120.09M","-0.47%"
"01/04/2023","8,463.93","8,511.54","8,514.84","8,457.30","112.04M","-0.56%"
"01/03/2023","8,511.54","8,509.60","8,568.44","8,506.44","156.15M","0.02%"
"01/02/2023","8,509.60","8,489.66","8,559.66","8,489.28","130.89M","0.08%"
"12/30/2022","8,502.49","8,431.97","8,530.02","8,431.92","239.32M","0.91%"
"12/29/2022","8,425.78","8,411.42","8,454.02","8,399.91","124.47M","0.17%"
"12/28/2022","8,411.42","8,452.70","8,488.28","8,404.57","47.99M","-0.49%"
"12/27/2022","8,452.70","8,379.95","8,520.35","8,377.39","","0.87%"
"12/23/2022","8,379.95","8,397.12","8,428.77","8,329.07","57.16M","-0.12%"
"12/22/2022","8,390.03","8,420.26","8,432.44","8,350.73","39.68M","-0.36%"
"12/21/2022","8,420.26","8,508.53","8,546.42","8,410.66","68.44M","-1.04%"
"12/20/2022","8,508.53","8,626.21","8,645.87","8,481.34","70.78M","-1.36%"
"12/19/2022","8,626.21","8,739.50","8,763.04","8,602.40","74.87M","-1.30%"
"12/16/2022","8,739.50","8,813.84","8,829.91","8,735.00","85.43M","-0.84%"
"12/15/2022","8,813.84","8,870.63","8,914.71","8,791.42","72.41M","-0.64%"
"12/14/2022","8,870.63","8,832.14","8,885.22","8,831.84","88.85M","0.44%"
"12/13/2022","8,832.14","8,862.67","8,874.31","8,816.15","60.93M","-0.34%"
"12/12/2022","8,862.67","8,843.90","8,916.45","8,843.80","67.48M","0.13%"
"12/09/2022","8,851.12","8,891.74","8,933.98","8,834.50","66.38M","-0.46%"
"12/08/2022","8,891.74","8,881.34","9,024.67","8,856.62","119.72M","0.12%"
"12/06/2022","8,881.34","8,843.75","8,919.65","8,800.77","149.77M","0.43%"
"12/05/2022","8,843.75","8,769.73","8,866.71","8,769.04","111.29M","0.84%"
"12/02/2022","8,769.73","8,703.79","8,788.81","8,614.68","126.10M","0.76%"
"12/01/2022","8,703.79","8,651.23","8,780.38","8,651.23","176.60M","0.61%"
"11/30/2022","8,651.23","8,375.21","8,675.98","8,375.21","","3.30%"
"11/29/2022","8,375.21","8,309.94","8,431.70","8,309.94","","0.79%"
"11/28/2022","8,309.94","8,148.06","8,358.83","8,148.06","77.15M","1.99%"
"11/25/2022","8,148.06","8,028.14","8,176.77","8,019.90","43.63M","1.49%"
"11/24/2022","8,028.14","8,173.86","8,176.68","8,026.83","32.91M","-1.78%"
"11/23/2022","8,173.86","8,000.44","8,204.15","8,000.44","57.50M","2.17%"
"11/22/2022","8,000.44","7,777.02","8,028.45","7,777.02","44.94M","2.87%"
"11/21/2022","7,777.02","7,817.89","7,866.19","7,693.90","36.09M","-0.52%"
"11/18/2022","7,817.89","8,034.78","8,044.62","7,805.77","49.41M","-2.70%"
"11/17/2022","8,034.78","8,087.04","8,154.63","8,034.78","50.06M","-0.65%"
"11/16/2022","8,087.04","8,291.52","8,291.52","8,065.71","69.47M","-2.46%"
"11/15/2022","8,291.15","8,363.29","8,430.02","8,282.59","61.95M","-0.86%"
"11/14/2022","8,363.29","8,419.06","8,462.61","8,363.29","43.50M","-0.66%"
"11/11/2022","8,419.06","8,322.62","8,480.19","8,322.62","36.57M","1.16%"
"11/10/2022","8,322.62","8,293.50","8,346.86","8,292.37","66.98M","0.35%"
"11/09/2022","8,293.50","8,267.77","8,318.90","8,199.87","39.28M","0.31%"
"11/08/2022","8,267.77","8,491.80","8,544.86","8,225.56","46.50M","-2.64%"
"11/04/2022","8,491.80","8,508.98","8,587.10","8,491.80","28.17M","-0.20%"
"11/03/2022","8,508.98","8,561.96","8,592.52","8,491.14","50.19M","-0.62%"
"11/02/2022","8,561.96","8,605.85","8,688.19","8,547.85","36.36M","-0.51%"
"11/01/2022","8,605.85","8,602.16","8,683.90","8,602.16","33.01M","0.04%"
"10/31/2022","8,602.16","8,728.60","8,731.23","8,594.94","42.82M","-1.45%"
"10/28/2022","8,728.60","8,802.23","8,845.55","8,697.92","41.32M","-0.84%"
"10/27/2022","8,802.23","8,602.97","8,821.96","8,602.93","58.88M","2.32%"
"10/26/2022","8,602.97","8,516.40","8,651.20","8,516.20","56.23M","1.02%"
"10/25/2022","8,516.40","8,685.52","8,725.88","8,505.60","69.18M","-1.95%"
"10/21/2022","8,685.52","8,737.38","8,774.57","8,666.91","52.79M","-0.59%"
"10/20/2022","8,737.38","8,888.37","8,893.45","8,728.49","57.29M","-1.70%"
"10/19/2022","8,888.37","8,866.05","8,988.94","8,864.29","83.15M","0.25%"
"10/18/2022","8,866.05","8,983.74","8,986.89","8,813.23","74.14M","-1.39%"
"10/17/2022","8,990.72","9,093.37","9,157.23","8,977.30","69.65M","-1.13%"
"10/14/2022","9,093.37","9,148.55","9,240.71","9,070.47","117.39M","-0.60%"
"10/13/2022","9,148.55","8,853.27","9,188.78","8,853.27","75.77M","1.88%"
"10/12/2022","8,979.91","8,744.61","8,982.84","8,518.22","","2.69%"
"10/11/2022","8,744.61","9,049.52","9,072.12","8,699.34","91.32M","-3.37%"
"10/07/2022","9,049.52","9,182.23","9,182.23","8,978.08","69.72M","-1.45%"
"10/06/2022","9,182.23","9,319.01","9,367.48","9,131.63","110.94M","-2.00%"
"10/05/2022","9,370.01","9,237.05","9,442.21","9,236.88","102.72M","1.44%"
"10/04/2022","9,237.05","9,649.86","9,649.86","9,179.49","","-4.28%"
"10/03/2022","9,649.86","9,931.07","9,954.22","9,546.50","125.36M","-2.83%"
"09/30/2022","9,931.07","9,951.48","9,976.94","9,920.50","99.37M","-0.21%"
"09/29/2022","9,951.48","9,958.87","10,009.79","9,923.31","214.21M","-0.07%"
"09/28/2022","9,958.87","9,861.62","9,988.62","9,861.62","181.07M","0.99%"
"09/27/2022","9,861.62","9,844.21","9,915.95","9,765.67","118.46M","-0.13%"
"09/26/2022","9,874.19","9,964.80","9,987.30","9,827.22","121.41M","-0.91%"
"09/23/2022","9,964.80","10,001.19","10,010.43","9,951.82","150.23M","-0.36%"
"09/22/2022","10,001.19","9,913.22","10,047.75","9,913.19","147.03M","0.89%"
"09/21/2022","9,913.22","9,901.13","9,957.86","9,875.44","112.60M","0.12%"
"09/20/2022","9,901.13","10,025.40","10,096.11","9,895.43","124.11M","-1.24%"
"09/19/2022","10,025.40","10,061.09","10,155.63","9,993.58","103.33M","-0.77%"
"09/16/2022","10,102.70","10,072.38","10,150.37","10,017.72","135.92M","0.44%"
"09/15/2022","10,058.39","9,914.12","10,176.54","9,914.12","188.98M","1.46%"
"09/14/2022","9,914.12","9,749.24","9,944.39","9,749.09","158.85M","1.69%"
"09/13/2022","9,749.09","9,813.78","9,856.75","9,698.75","152.21M","-0.65%"
"09/12/2022","9,813.18","9,704.89","9,852.04","9,704.21","216.54M","1.12%"
"09/09/2022","9,704.21","9,599.06","9,752.79","9,599.06","173.25M","1.09%"
"09/08/2022","9,599.32","9,447.43","9,640.00","9,447.28","292.38M","1.61%"
"09/07/2022","9,447.27","9,330.04","9,480.41","9,330.04","276.53M","1.25%"
"09/06/2022","9,330.33","9,366.43","9,412.63","9,326.81","129.24M","-0.38%"
"09/05/2022","9,366.39","9,316.48","9,407.44","9,313.79","203.40M","0.54%"
"09/02/2022","9,316.45","9,254.87","9,351.82","9,246.98","144.56M","0.67%"
"09/01/2022","9,254.81","9,072.96","9,312.38","9,072.96","151.25M","2.02%"
