"Date","Price","Open","High","Low","Vol.","Change %"
"11/07/2013","5,870.47","5,907.55","5,908.29","5,869.36","42.00M","-0.60%"
"11/06/2013","5,906.18","5,914.05","5,922.22","5,903.88","21.98M","-0.11%"
"11/05/2013","5,912.91","5,928.10","5,933.47","5,911.59","13.15M","-0.24%"
"11/04/2013","5,927.41","5,952.54","5,955.28","5,927.41","22.17M","-0.45%"
"11/01/2013","5,954.36","5,954.87","5,965.26","5,951.06","40.63M","0.00%"
"10/31/2013","5,954.62","5,936.57","5,957.30","5,934.41","47.07M","0.34%"
"10/30/2013","5,934.41","5,908.63","5,940.16","5,906.53","126.81M","0.47%"
"10/29/2013","5,906.53","5,929.17","5,932.26","5,892.60","47.83M","-0.38%"
"10/28/2013","5,928.97","5,950.31","5,953.46","5,923.05","38.53M","-0.33%"
"10/25/2013","5,948.75","5,935.93","5,955.68","5,935.54","71.85M","0.21%"
"10/24/2013","5,936.40","5,901.04","5,952.57","5,898.82","40.65M","0.60%"
"10/23/2013","5,900.90","5,925.39","5,931.25","5,900.90","26.59M","-0.41%"
"10/22/2013","5,925.22","5,946.33","5,952.31","5,925.22","30.30M","-0.36%"
"10/21/2013","5,946.65","5,977.38","5,979.71","5,940.41","33.23M","-0.50%"
"10/17/2013","5,976.51","5,963.07","5,982.08","5,959.01","18.57M","0.24%"
"10/15/2013","5,961.98","5,952.21","5,972.58","5,946.96","49.78M","0.16%"
"10/14/2013","5,952.62","5,954.64","5,969.80","5,947.03","20.94M","0.09%"
"10/11/2013","5,947.42","5,958.47","5,969.82","5,946.56","59.01M","-0.17%"
"10/10/2013","5,957.37","5,910.48","5,965.11","5,909.24","70.00M","0.80%"
"10/09/2013","5,909.95","5,897.55","5,932.46","5,896.05","77.05M","0.22%"
"10/08/2013","5,897.05","5,866.65","5,908.30","5,866.65","35.86M","0.51%"
"10/07/2013","5,867.10","5,844.21","5,871.12","5,837.95","26.15M","0.50%"
"10/04/2013","5,837.95","5,820.40","5,850.41","5,808.08","80.93M","0.40%"
"10/03/2013","5,814.80","5,790.28","5,822.97","5,785.99","112.08M","0.16%"
"10/02/2013","5,805.62","5,781.36","5,815.47","5,780.83","74.33M","0.43%"
"10/01/2013","5,780.83","5,802.98","5,803.32","5,777.27","73.32M","-0.39%"
"09/30/2013","5,803.32","5,809.44","5,816.02","5,799.86","75.03M","-0.09%"
"09/27/2013","5,808.62","5,787.82","5,822.43","5,786.16","72.08M","0.39%"
"09/26/2013","5,786.16","5,783.71","5,788.35","5,771.20","87.15M","0.04%"
"09/25/2013","5,783.62","5,794.99","5,806.52","5,780.80","71.90M","-0.19%"
"09/24/2013","5,794.47","5,782.96","5,805.30","5,778.14","86.56M","0.20%"
"09/23/2013","5,782.85","5,815.50","5,831.03","5,782.85","22.74M","-0.54%"
"09/20/2013","5,814.10","5,703.42","5,815.71","5,700.74","39.89M","1.99%"
"09/18/2013","5,700.74","5,705.63","5,713.72","5,684.02","40.46M","-0.08%"
"09/17/2013","5,705.26","5,730.93","5,736.72","5,705.26","27.89M","-0.43%"
"09/16/2013","5,730.12","5,751.46","5,755.43","5,706.46","24.10M","-0.34%"
"09/13/2013","5,749.46","5,744.40","5,769.85","5,739.80","51.32M","0.09%"
"09/12/2013","5,744.50","5,729.47","5,744.50","5,725.64","23.31M","0.25%"
"09/11/2013","5,730.21","5,667.64","5,730.21","5,667.25","30.67M","1.11%"
"09/10/2013","5,667.33","5,605.37","5,683.09","5,604.59","27.86M","1.11%"
"09/09/2013","5,605.26","5,671.79","5,677.19","5,605.26","17.32M","-1.19%"
"09/06/2013","5,672.64","5,683.39","5,700.58","5,668.01","21.32M","-0.25%"
"09/05/2013","5,686.99","5,745.31","5,748.25","5,686.99","21.96M","-1.01%"
"09/04/2013","5,744.89","5,753.57","5,767.34","5,742.92","32.39M","-0.13%"
"09/03/2013","5,752.36","5,786.46","5,786.55","5,746.58","35.81M","-0.53%"
"09/02/2013","5,782.72","5,834.40","5,842.36","5,782.72","25.62M","-0.88%"
"08/30/2013","5,834.04","5,825.46","5,839.57","5,808.62","83.03M","0.15%"
"08/29/2013","5,825.06","5,753.84","5,835.72","5,753.20","21.41M","1.25%"
"08/28/2013","5,753.20","5,922.54","5,923.90","5,753.20","25.83M","-2.87%"
"08/27/2013","5,923.34","5,893.86","5,923.34","5,836.91","20.40M","0.47%"
"08/26/2013","5,895.65","5,951.05","5,955.06","5,895.65","13.29M","-0.94%"
"08/23/2013","5,951.83","6,086.16","6,086.49","5,951.83","20.53M","-2.20%"
"08/22/2013","6,085.88","6,117.25","6,121.89","6,085.88","19.76M","-0.50%"
"08/21/2013","6,116.67","6,225.52","6,231.64","6,116.67","26.73M","-1.73%"
"08/19/2013","6,224.34","6,234.16","6,252.86","6,215.25","27.20M","-0.14%"
"08/16/2013","6,233.21","6,220.42","6,233.21","6,203.14","27.13M","0.21%"
"08/15/2013","6,220.10","6,209.57","6,247.27","6,189.44","24.33M","0.18%"
"08/14/2013","6,208.67","6,146.88","6,227.00","6,142.87","49.45M","1.07%"
"08/13/2013","6,142.87","6,131.83","6,150.77","6,130.24","23.56M","0.21%"
"08/12/2013","6,130.24","6,152.70","6,159.97","6,120.05","18.96M","-0.35%"
"08/08/2013","6,151.92","6,154.03","6,162.59","6,137.06","11.32M","0.00%"
"08/07/2013","6,151.79","6,122.10","6,163.51","6,121.45","40.52M","0.50%"
"08/06/2013","6,121.45","6,122.15","6,128.74","6,114.18","23.21M","0.12%"
"08/05/2013","6,114.18","6,158.32","6,159.28","6,114.18","16.20M","-0.68%"
"08/02/2013","6,155.82","6,159.33","6,177.42","6,149.26","43.61M","-0.01%"
"08/01/2013","6,156.60","6,037.56","6,156.60","6,037.22","76.45M","1.98%"
"07/31/2013","6,037.22","6,056.04","6,057.41","6,037.22","14.55M","-0.30%"
"07/30/2013","6,055.48","6,053.87","6,067.54","6,047.17","13.16M","-0.02%"
"07/29/2013","6,056.92","6,051.42","6,064.08","6,028.47","9.74M","0.09%"
"07/26/2013","6,051.77","6,039.25","6,053.25","6,038.16","18.66M","0.23%"
"07/25/2013","6,038.16","6,080.98","6,082.84","6,037.45","13.59M","-0.67%"
"07/24/2013","6,079.14","6,084.45","6,096.38","6,060.06","13.20M","-0.08%"
"07/23/2013","6,084.24","6,043.38","6,092.12","6,041.06","11.27M","0.71%"
"07/19/2013","6,041.06","5,985.45","6,049.40","5,980.14","13.60M","0.93%"
"07/18/2013","5,985.45","5,981.38","5,994.08","5,979.57","16.09M","0.05%"
"07/17/2013","5,982.35","6,008.65","6,016.67","5,982.35","12.80M","-0.42%"
"07/16/2013","6,007.65","6,017.01","6,021.21","5,985.14","15.95M","-0.13%"
"07/15/2013","6,015.20","6,029.29","6,032.57","6,015.02","34.09M","-0.22%"
"07/12/2013","6,028.74","6,061.87","6,063.73","6,028.74","72.34M","-0.55%"
"07/11/2013","6,062.38","6,026.95","6,067.44","6,016.05","17.49M","0.77%"
"07/10/2013","6,016.05","5,984.91","6,023.19","5,980.16","31.88M","0.60%"
"07/09/2013","5,980.16","5,996.29","6,008.03","5,980.16","14.38M","-0.26%"
"07/08/2013","5,995.64","6,047.25","6,052.08","5,995.64","22.17M","-0.87%"
"07/05/2013","6,048.18","6,076.82","6,077.04","6,016.98","19.60M","-0.41%"
"07/04/2013","6,073.17","6,117.53","6,127.79","6,073.17","25.10M","-0.73%"
"07/03/2013","6,117.97","6,138.55","6,150.78","6,111.54","38.16M","-0.37%"
"07/02/2013","6,140.79","6,133.01","6,165.82","6,122.97","23.76M","0.13%"
"07/01/2013","6,132.75","6,124.44","6,144.89","6,111.29","20.71M","0.19%"
"06/28/2013","6,121.01","6,124.96","6,137.72","6,117.89","12.74M","0.16%"
"06/27/2013","6,111.36","6,074.54","6,124.68","6,072.68","23.71M","0.64%"
"06/26/2013","6,072.68","6,091.78","6,102.31","6,071.78","108.03M","-0.22%"
"06/25/2013","6,086.22","6,152.55","6,163.41","6,086.22","15.18M","-1.03%"
"06/24/2013","6,149.38","6,156.03","6,170.05","6,145.38","11.08M","-0.10%"
"06/21/2013","6,155.27","6,211.40","6,214.89","6,151.31","18.13M","-0.90%"
"06/20/2013","6,211.44","6,209.39","6,231.00","6,194.08","23.08M","0.04%"
"06/19/2013","6,209.23","6,199.81","6,235.92","6,193.00","12.69M","0.26%"
"06/18/2013","6,193.00","6,219.87","6,233.45","6,190.93","23.78M","-0.42%"
"06/17/2013","6,219.11","6,217.12","6,243.83","6,214.53","8.73M","0.00%"
"06/14/2013","6,219.39","6,205.52","6,263.26","6,198.28","28.36M","0.19%"
"06/13/2013","6,207.87","6,285.29","6,296.53","6,204.67","25.02M","-1.22%"
"06/12/2013","6,284.76","6,304.23","6,313.65","6,279.84","21.13M","-0.30%"
"06/11/2013","6,303.79","6,344.84","6,371.00","6,303.59","31.72M","-0.59%"
"06/10/2013","6,341.28","6,308.13","6,353.12","6,294.04","26.63M","0.54%"
"06/07/2013","6,307.43","6,361.85","6,382.33","6,307.43","18.89M","-1.02%"
"06/06/2013","6,372.38","6,422.99","6,449.18","6,355.66","37.82M","-0.79%"
"06/05/2013","6,422.84","6,453.28","6,462.44","6,422.84","27.24M","-0.42%"
"06/04/2013","6,449.66","6,452.37","6,460.38","6,431.28","23.31M","-0.03%"
"06/03/2013","6,451.68","6,458.86","6,474.92","6,436.89","20.91M","-0.18%"
"05/31/2013","6,463.06","6,458.33","6,474.72","6,446.01","34.17M","0.12%"
"05/30/2013","6,455.12","6,456.89","6,475.53","6,451.48","48.65M","-0.01%"
"05/29/2013","6,455.81","6,437.89","6,470.22","6,434.70","49.25M","0.33%"
"05/28/2013","6,434.70","6,447.39","6,463.88","6,429.43","36.20M","-0.18%"
"05/27/2013","6,446.54","6,494.09","6,528.11","6,443.77","32.34M","-0.65%"
"05/23/2013","6,488.85","6,461.00","6,515.76","6,461.00","20.26M","0.42%"
"05/22/2013","6,461.62","6,443.40","6,481.16","6,441.64","20.46M","0.31%"
"05/21/2013","6,441.64","6,476.33","6,486.15","6,423.04","39.45M","-0.39%"
"05/20/2013","6,466.67","6,397.07","6,484.42","6,380.70","44.03M","1.35%"
"05/17/2013","6,380.70","6,292.18","6,437.27","6,287.00","58.54M","1.49%"
"05/16/2013","6,287.00","6,225.23","6,296.35","6,221.12","58.61M","1.06%"
"05/15/2013","6,221.12","6,202.87","6,241.02","6,200.77","49.07M","0.23%"
"05/14/2013","6,206.59","6,238.65","6,253.73","6,206.59","23.95M","-0.52%"
"05/13/2013","6,239.03","6,250.53","6,259.46","6,218.67","24.64M","-0.18%"
"05/10/2013","6,250.00","6,255.27","6,290.88","6,238.71","58.00M","0.18%"
"05/09/2013","6,238.71","6,208.19","6,258.26","6,206.07","73.99M","0.46%"
"05/08/2013","6,210.10","6,210.04","6,240.92","6,181.51","50.86M","0.14%"
"05/07/2013","6,201.68","6,123.37","6,212.19","6,121.17","54.44M","1.32%"
"05/06/2013","6,121.17","6,017.61","6,144.84","6,013.18","67.43M","1.80%"
"05/03/2013","6,013.18","5,973.79","6,035.72","5,972.37","31.27M","0.68%"
"05/02/2013","5,972.37","5,662.23","5,691.05","5,658.23","44.21M","0.32%"
"04/30/2013","5,953.19","5,966.66","5,979.27","5,946.82","32.20M","-0.24%"
"04/29/2013","5,967.62","5,966.95","5,995.51","5,957.80","65.31M","0.09%"
"04/26/2013","5,962.17","5,936.17","6,005.66","5,933.73","105.47M","0.48%"
"04/24/2013","5,933.73","5,885.29","5,949.46","5,883.52","138.32M","0.00%"
"04/23/2013","5,933.73","5,885.29","5,949.46","5,883.52","30.30M","1.04%"
"04/22/2013","5,872.43","5,882.96","5,898.58","5,872.43","36.77M","-0.17%"
"04/19/2013","5,882.25","5,893.11","5,909.59","5,866.30","44.37M","0.00%"
"04/18/2013","5,882.25","5,893.11","5,909.59","5,866.30","42.44M","0.23%"
"04/17/2013","5,868.53","5,850.19","5,893.34","5,850.19","31.89M","0.27%"
"04/16/2013","5,852.68","5,838.38","5,864.95","5,838.38","64.65M","0.22%"
"04/12/2013","5,839.88","5,815.51","5,851.30","5,810.20","27.58M","0.46%"
"04/11/2013","5,813.37","5,794.74","5,824.49","5,793.88","34.50M","0.33%"
"04/10/2013","5,794.30","5,767.04","5,802.02","5,765.30","14.07M","0.46%"
"04/09/2013","5,767.60","5,778.95","5,793.93","5,759.83","14.07M","-0.17%"
"04/08/2013","5,777.38","5,760.10","5,793.76","5,759.64","20.20M","0.20%"
"04/05/2013","5,765.94","5,748.29","5,784.02","5,732.98","23.86M","0.22%"
"04/04/2013","5,753.56","5,727.38","5,767.95","5,726.74","37.96M","0.44%"
"04/03/2013","5,728.47","5,703.04","5,745.47","5,703.04","21.73M","0.42%"
"04/02/2013","5,704.62","5,703.99","5,713.41","5,684.98","14.54M","-0.01%"
"04/01/2013","5,705.20","5,734.99","5,743.02","5,705.20","15.30M","-0.53%"
"03/28/2013","5,735.68","5,749.32","5,753.39","5,722.93","168.21M","-0.16%"
"03/27/2013","5,744.99","5,745.05","5,752.84","5,731.02","17.76M","-0.01%"
"03/25/2013","5,745.55","5,764.76","5,775.98","5,745.55","12.82M","0.17%"
"03/22/2013","5,735.68","5,749.32","5,753.39","5,722.93","34.65M","-0.49%"
"03/21/2013","5,763.83","5,735.87","5,784.63","5,732.25","36.34M","0.51%"
"03/20/2013","5,734.82","5,722.49","5,761.95","5,722.19","20.91M","0.21%"
"03/19/2013","5,722.86","5,708.42","5,758.50","5,708.01","28.48M","0.26%"
"03/18/2013","5,708.01","5,711.23","5,732.48","5,704.53","15.27M","0.06%"
"03/15/2013","5,704.53","5,691.47","5,712.72","5,688.98","20.18M","0.27%"
"03/14/2013","5,688.98","5,685.87","5,711.92","5,683.64","25.42M","0.06%"
"03/13/2013","5,685.82","5,706.64","5,716.58","5,685.82","17.98M","-0.32%"
"03/12/2013","5,704.32","5,677.02","5,722.52","5,677.02","19.82M","0.48%"
"03/11/2013","5,677.31","5,692.47","5,713.35","5,677.31","13.88M","-0.25%"
"03/08/2013","5,691.39","5,681.88","5,709.09","5,678.99","37.11M","0.20%"
"03/07/2013","5,680.02","5,662.23","5,691.05","5,658.23","46.24M","0.29%"
"03/06/2013","5,663.36","5,625.63","5,676.59","5,625.59","60.59M","0.65%"
"03/05/2013","5,626.77","5,632.54","5,645.01","5,623.74","13.49M","-0.09%"
"03/04/2013","5,631.89","5,652.62","5,662.34","5,624.45","19.40M","-0.37%"
"03/01/2013","5,652.69","5,637.05","5,663.58","5,635.90","16.48M","0.30%"
"02/28/2013","5,635.90","5,668.19","5,674.47","5,633.70","27.81M","-0.68%"
"02/27/2013","5,674.47","5,670.85","5,691.70","5,661.25","23.70M","0.09%"
"02/26/2013","5,669.48","5,735.52","5,742.12","5,658.64","28.19M","-1.15%"
"02/22/2013","5,735.61","5,729.84","5,749.99","5,726.11","12.64M","0.17%"
"02/21/2013","5,726.11","5,734.57","5,758.73","5,726.11","13.98M","-0.08%"
"02/20/2013","5,730.54","5,737.29","5,752.46","5,721.01","17.28M","-0.12%"
"02/19/2013","5,737.48","5,775.16","5,775.52","5,734.52","28.44M","-0.64%"
"02/18/2013","5,774.59","5,829.71","5,837.76","5,774.56","36.00M","-0.95%"
"02/15/2013","5,830.26","5,825.03","5,849.47","5,823.69","15.25M","0.09%"
"02/14/2013","5,825.29","5,825.27","5,848.26","5,809.90","19.91M","-0.03%"
"02/13/2013","5,827.02","5,835.89","5,849.80","5,827.02","58.10M","-0.16%"
"02/12/2013","5,836.11","5,855.45","5,873.89","5,816.79","21.56M","-0.26%"
"02/11/2013","5,851.35","5,846.09","5,879.59","5,841.96","40.08M","0.01%"
"02/08/2013","5,850.67","5,812.72","5,859.65","5,810.42","126.37M","0.69%"
"02/07/2013","5,810.42","5,781.09","5,825.35","5,780.09","21.57M","0.52%"
"02/06/2013","5,780.09","5,781.64","5,796.63","5,776.61","19.47M","-0.02%"
"02/05/2013","5,781.30","5,802.53","5,816.51","5,781.30","19.34M","-0.32%"
"02/01/2013","5,799.69","5,823.84","5,831.71","5,799.69","14.60M","-0.30%"
"01/31/2013","5,816.89","5,825.22","5,841.58","5,816.89","41.68M","-0.15%"
"01/30/2013","5,825.90","5,800.69","5,828.99","5,799.45","42.31M","0.43%"
"01/29/2013","5,800.75","5,855.28","5,865.73","5,800.75","28.14M","-0.93%"
"01/28/2013","5,855.09","5,879.32","5,886.59","5,839.34","16.33M","-0.39%"
"01/24/2013","5,878.19","5,882.90","5,888.22","5,870.36","14.73M","-0.09%"
"01/23/2013","5,883.66","5,871.92","5,888.13","5,870.93","37.84M","0.22%"
"01/22/2013","5,870.93","5,864.18","5,889.47","5,862.02","196.87M","0.15%"
"01/21/2013","5,862.02","5,879.39","5,886.46","5,862.02","46.54M","-0.23%"
"01/18/2013","5,875.77","5,875.51","5,895.78","5,864.45","27.97M","0.01%"
"01/17/2013","5,875.28","5,814.49","5,879.73","5,812.47","52.15M","1.08%"
"01/16/2013","5,812.47","5,750.61","5,832.79","5,750.24","30.39M","1.08%"
"01/15/2013","5,750.24","5,736.25","5,756.64","5,736.25","20.03M","0.07%"
"01/11/2013","5,746.49","5,731.10","5,750.53","5,730.54","14.45M","0.25%"
"01/10/2013","5,732.21","5,747.07","5,749.14","5,732.21","16.62M","-0.22%"
"01/09/2013","5,745.10","5,753.25","5,757.11","5,742.11","33.15M","-0.12%"
"01/08/2013","5,751.93","5,746.28","5,752.66","5,719.68","17.60M","0.10%"
"01/07/2013","5,746.09","5,750.87","5,767.24","5,731.27","20.95M","-0.03%"
"01/04/2013","5,747.71","5,731.72","5,747.71","5,726.31","50.35M","0.30%"
"01/03/2013","5,730.45","5,685.07","5,739.21","5,683.79","31.16M","0.82%"
"01/02/2013","5,683.79","5,642.87","5,684.26","5,632.97","45.56M","0.72%"
"01/01/2013","5,643.00","5,643.00","5,643.00","5,643.00","","0.00%"
"12/31/2012","5,643.00","5,607.54","5,643.00","5,607.13","14.76M","0.64%"
"12/28/2012","5,607.13","5,570.20","5,607.13","5,565.85","33.21M","0.65%"
"12/26/2012","5,570.91","5,525.21","5,570.91","5,524.89","8.27M","0.83%"
"12/24/2012","5,524.89","5,514.74","5,536.64","5,514.64","6.49M","0.15%"
"12/21/2012","5,516.49","5,528.62","5,549.52","5,516.49","47.13M","-0.20%"
"12/20/2012","5,527.36","5,515.23","5,541.70","5,512.66","9.86M","0.27%"
"12/19/2012","5,512.66","5,507.50","5,528.96","5,498.11","11.03M","0.09%"
"12/18/2012","5,507.79","5,501.38","5,518.45","5,492.39","35.28M","0.08%"
"12/17/2012","5,503.51","5,522.84","5,535.83","5,503.51","26.98M","-0.35%"
"12/14/2012","5,522.72","5,543.65","5,552.08","5,522.72","15.41M","-0.44%"
"12/13/2012","5,547.36","5,518.46","5,595.18","5,516.64","26.85M","0.56%"
"12/12/2012","5,516.64","5,416.10","5,524.70","5,414.15","39.12M","1.82%"
"12/11/2012","5,417.78","5,408.27","5,431.03","5,404.86","9.87M","0.24%"
"12/10/2012","5,404.86","5,387.63","5,427.53","5,387.40","30.89M","0.32%"
"12/07/2012","5,387.40","5,391.49","5,411.97","5,387.33","12.53M","0.00%"
"12/06/2012","5,387.33","5,327.10","5,387.33","5,323.21","67.47M","1.20%"
"12/05/2012","5,323.21","5,331.73","5,337.56","5,323.21","16.31M","-0.15%"
"12/04/2012","5,331.45","5,337.67","5,345.18","5,329.05","62.31M","-0.12%"
"12/03/2012","5,337.71","5,350.59","5,372.10","5,325.84","10.52M","-0.25%"
"11/30/2012","5,351.25","5,364.77","5,372.18","5,349.51","15.61M","-0.23%"
"11/29/2012","5,363.60","5,337.61","5,367.89","5,334.68","25.41M","0.54%"
"11/28/2012","5,334.68","5,387.09","5,389.04","5,334.68","15.83M","-0.93%"
"11/26/2012","5,384.89","5,408.00","5,419.01","5,384.89","7.18M","-0.41%"
"11/23/2012","5,407.11","5,410.09","5,427.46","5,402.07","18.38M","0.01%"
"11/22/2012","5,406.65","5,369.40","5,414.87","5,360.60","23.13M","0.86%"
"11/21/2012","5,360.60","5,433.21","5,433.95","5,357.34","164.32M","-1.35%"
"11/20/2012","5,433.95","5,505.92","5,520.36","5,433.95","22.69M","-1.27%"
"11/19/2012","5,503.93","5,557.39","5,564.97","5,503.93","471.20M","-0.94%"
"11/16/2012","5,556.32","5,562.80","5,573.11","5,545.55","15.50M","-0.03%"
"11/15/2012","5,558.25","5,575.90","5,583.48","5,558.25","14.42M","-0.30%"
"11/14/2012","5,574.96","5,601.31","5,609.73","5,574.96","11.12M","-0.45%"
"11/12/2012","5,599.88","5,591.73","5,615.12","5,589.43","20.70M","0.19%"
"11/09/2012","5,589.43","5,581.14","5,605.69","5,579.33","85.39M","0.15%"
"11/08/2012","5,580.84","5,572.00","5,582.52","5,568.49","13.34M","0.18%"
"11/07/2012","5,570.87","5,557.65","5,583.59","5,556.59","13.43M","0.26%"
"11/06/2012","5,556.59","5,540.30","5,565.27","5,539.31","8.76M","0.31%"
"11/05/2012","5,539.31","5,532.40","5,551.18","5,531.32","8.32M","0.13%"
"11/02/2012","5,532.32","5,495.16","5,552.09","5,493.32","82.82M","0.69%"
"11/01/2012","5,494.54","5,518.27","5,528.80","5,494.54","11.33M","-0.35%"
"10/31/2012","5,513.64","5,522.77","5,534.36","5,512.08","17.16M","-0.13%"
"10/30/2012","5,520.62","5,549.18","5,556.76","5,520.62","17.20M","-0.55%"
"10/26/2012","5,550.88","5,576.09","5,585.15","5,550.88","8.69M","-0.46%"
"10/25/2012","5,576.72","5,543.64","5,582.71","5,534.82","19.58M","0.60%"
"10/24/2012","5,543.25","5,560.84","5,571.89","5,543.25","8.46M","-0.24%"
"10/23/2012","5,556.77","5,556.11","5,576.16","5,535.37","87.22M","0.05%"
"10/22/2012","5,553.89","5,648.86","5,660.39","5,553.89","12.24M","-1.69%"
"10/19/2012","5,649.53","5,629.11","5,670.53","5,625.32","12.98M","0.43%"
"10/18/2012","5,625.32","5,586.56","5,648.54","5,586.17","22.31M","0.70%"
"10/17/2012","5,586.40","5,606.55","5,637.30","5,584.54","19.93M","-0.39%"
"10/16/2012","5,608.13","5,654.10","5,691.99","5,608.13","30.60M","-0.81%"
"10/15/2012","5,653.80","5,739.01","5,753.05","5,653.80","78.14M","-1.47%"
"10/12/2012","5,738.24","5,720.47","5,765.68","5,720.35","23.50M","0.30%"
"10/11/2012","5,720.86","5,770.53","5,779.91","5,719.35","27.38M","-0.89%"
"10/10/2012","5,772.52","5,833.94","5,841.94","5,772.52","17.68M","-1.04%"
"10/09/2012","5,833.32","5,855.13","5,902.32","5,833.32","43.81M","-0.24%"
"10/08/2012","5,847.17","5,881.54","5,889.90","5,847.17","17.88M","-0.55%"
"10/05/2012","5,879.69","5,861.21","5,891.28","5,831.43","23.67M","0.31%"
"10/04/2012","5,861.35","5,888.87","5,904.64","5,839.75","31.22M","-0.50%"
"10/03/2012","5,890.69","5,927.34","5,936.79","5,890.69","34.49M","-0.64%"
"10/02/2012","5,928.53","5,963.47","5,967.02","5,927.56","32.14M","-0.60%"
"10/01/2012","5,964.29","5,977.08","6,005.90","5,964.21","61.44M","-0.13%"
"09/28/2012","5,971.99","5,950.59","5,982.78","5,938.87","61.80M","0.38%"
"09/27/2012","5,949.42","5,947.05","5,962.78","5,940.11","107.52M","0.10%"
"09/26/2012","5,943.76","5,929.89","5,965.10","5,926.29","60.26M","0.29%"
"09/25/2012","5,926.29","5,909.19","5,954.55","5,909.19","72.05M","0.18%"
"09/24/2012","5,915.90","5,910.70","5,938.88","5,901.32","31.86M","0.10%"
"09/21/2012","5,910.07","5,906.34","5,938.10","5,899.08","48.39M","0.14%"
"09/20/2012","5,901.97","5,844.44","5,921.98","5,806.40","55.20M","0.90%"
"09/19/2012","5,849.14","5,903.88","5,910.81","5,780.78","70.65M","-1.04%"
"09/18/2012","5,910.81","5,974.11","5,979.55","5,897.78","124.07M","-0.98%"
"09/17/2012","5,969.09","5,938.86","5,995.92","5,904.14","100.37M","0.71%"
"09/14/2012","5,926.90","5,789.40","5,928.43","5,777.22","153.26M","2.59%"
"09/13/2012","5,777.22","5,674.22","5,787.09","5,668.30","99.48M","1.92%"
"09/12/2012","5,668.30","5,596.65","5,669.79","5,586.08","62.93M","1.38%"
"09/11/2012","5,590.90","5,600.94","5,638.78","5,550.35","140.14M","-0.02%"
"09/10/2012","5,592.03","5,504.46","5,598.78","5,496.85","136.86M","1.73%"
"09/07/2012","5,496.85","5,396.01","5,505.34","5,388.92","147.01M","2.00%"
"09/06/2012","5,388.92","5,375.87","5,389.89","5,318.64","135.91M","0.31%"
